gbifID	datasetKey	occurrenceID	kingdom	phylum	class	order	family	genus	species	infraspecificEpithet	taxonRank	scientificName	verbatimScientificName	verbatimScientificNameAuthorship	countryCode	locality	stateProvince	occurrenceStatus	individualCount	publishingOrgKey	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	elevation	elevationAccuracy	depth	depthAccuracy	eventDate	day	month	year	taxonKey	speciesKey	basisOfRecord	institutionCode	collectionCode	catalogNumber	recordNumber	identifiedBy	dateIdentified	license	rightsHolder	recordedBy	typeStatus	establishmentMeans	lastInterpreted	mediaType	issue
2566053113	da3542b4-9a73-4054-b9a3-2d762e172199	7537f3b3-654a-4439-99dd-4ad95716acd7	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Leucoagaricus	Leucoagaricus rubrotinctus		SPECIES	Leucoagaricus rubrotinctus (Peck) Singer	Leucoagaricus rubrotinctus (Peck) Singer	(Peck) Singer	CH	Switzerland		PRESENT		37560003-ae75-43c3-95aa-48c98797aa2a									1994-01-01T00:00:00			1994	3333538	3333538	UNKNOWN							CC_BY_4_0				INTRODUCED	2021-03-09T09:43:07.370Z		
2566053112	da3542b4-9a73-4054-b9a3-2d762e172199	8b19cd8e-4d1c-4c0a-b9ad-f830e9cc383d	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita phalloides		SPECIES	Amanita phalloides (Vaill. ex Fr.) Link	Amanita phalloides (Vaill. ex Fr.) Link	(Vaill. ex Fr.) Link	NZ	New Zealand		PRESENT		37560003-ae75-43c3-95aa-48c98797aa2a													5240325	5240325	UNKNOWN							CC_BY_4_0				INTRODUCED	2021-03-09T09:43:07.966Z		
2566053111	da3542b4-9a73-4054-b9a3-2d762e172199	d4f0dcbe-07f4-4aaf-b555-1672bbe02e37	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Leucoagaricus	Leucoagaricus melanotrichus		SPECIES	Leucoagaricus melanotrichus (Malençon & Bertault) Trimbach	Leucoagaricus melanotrichus (Malencon & Bertault) Trimbach	(Malencon & Bertault) Trimbach	SE	Sweden		PRESENT		37560003-ae75-43c3-95aa-48c98797aa2a													3333429	3333429	UNKNOWN							CC_BY_4_0				INTRODUCED	2021-03-09T09:43:07.886Z		
2566053110	da3542b4-9a73-4054-b9a3-2d762e172199	a5bf91d4-465b-45c6-8f24-25819afacfba	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pleurotaceae	Pleurotus	Pleurotus citrinopileatus		SPECIES	Pleurotus citrinopileatus Singer	Pleurotus citrinopileatus Singer	Singer	BE	Belgium		PRESENT		37560003-ae75-43c3-95aa-48c98797aa2a													2526504	2526504	UNKNOWN							CC_BY_4_0				INTRODUCED	2021-03-09T09:43:08.080Z		
2566053109	da3542b4-9a73-4054-b9a3-2d762e172199	d097efa5-22ed-4ff4-ad32-dd38b8c13443	Fungi	Basidiomycota	Agaricomycetes	Boletales	Sclerodermataceae	Scleroderma	Scleroderma albidum		SPECIES	Scleroderma albidum Pat. & Trab.	Scleroderma albidum Pat. & Trab.	Pat. & Trab.	CO	Colombia		PRESENT		37560003-ae75-43c3-95aa-48c98797aa2a													5239945	5239945	UNKNOWN							CC_BY_4_0				INTRODUCED	2021-03-09T09:43:07.802Z		
2566053108	da3542b4-9a73-4054-b9a3-2d762e172199	2121e317-c5a5-4f8d-90e2-d60b63dc11b6	Fungi	Basidiomycota	Agaricomycetes	Hysterangiales	Hysterangiaceae	Hysterangium	Hysterangium inflatum		SPECIES	Hysterangium inflatum Rodway	Hysterangium inflatum Rodway	Rodway	IT	Italy		PRESENT		37560003-ae75-43c3-95aa-48c98797aa2a													2525891	2525891	UNKNOWN							CC_BY_4_0				INTRODUCED	2021-03-09T09:43:07.784Z		
2566053107	da3542b4-9a73-4054-b9a3-2d762e172199	210d1612-8fc3-42b4-9c1f-c0318cf3326d	Fungi	Basidiomycota	Agaricomycetes	Boletales	Suillaceae	Suillus	Suillus cavipes		SPECIES	Suillus cavipes (Klotzsch) A.H.Sm. & Thiers	Suillus cavipes (Klotzsch) A.H. Sm. & Thiers	(Klotzsch) A.H. Sm. & Thiers	NO	Norway		PRESENT		37560003-ae75-43c3-95aa-48c98797aa2a													5239851	5239851	UNKNOWN							CC_BY_4_0				INTRODUCED	2021-03-09T09:43:08.154Z		
2566053106	da3542b4-9a73-4054-b9a3-2d762e172199	d86dd56c-e12f-4c24-bb74-5884c4241515	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hydnangiaceae	Laccaria	Laccaria proxima		SPECIES	Laccaria proxima (Boud.) Pat.	Laccaria proxima (Boud.) Pat.	(Boud.) Pat.	NZ	New Zealand		PRESENT		37560003-ae75-43c3-95aa-48c98797aa2a									2005-01-01T00:00:00			2005	2530966	2530966	UNKNOWN							CC_BY_4_0				INTRODUCED	2021-03-09T09:43:07.382Z		
2566053105	da3542b4-9a73-4054-b9a3-2d762e172199	6c2668d1-8c65-44aa-86c8-48918288e217	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Strophariaceae	Stropharia	Stropharia rugosoannulata	rugosoannulata	VARIETY	Stropharia rugosoannulata var. rugosoannulata	Stropharia rugosoannulata var. rugosannulata Farl. ex Murrill	Farl. ex Murrill	DE	Germany		PRESENT		37560003-ae75-43c3-95aa-48c98797aa2a													7243256	2533347	UNKNOWN							CC_BY_4_0				INTRODUCED	2021-03-09T09:43:08.004Z		TAXON_MATCH_FUZZY
2566053104	da3542b4-9a73-4054-b9a3-2d762e172199	61f3acd3-9eef-473c-a8b6-eff63554247d	Fungi	Basidiomycota	Agaricomycetes	Boletales	Rhizopogonaceae	Rhizopogon	Rhizopogon roseolus		SPECIES	Rhizopogon luteorubescens A.H.Sm.	Rhizopogon luteorubescens A.H. Sm.	A.H. Sm.	NZ	New Zealand		PRESENT		37560003-ae75-43c3-95aa-48c98797aa2a									2005-01-01T00:00:00			2005	2524235	2524228	UNKNOWN							CC_BY_4_0				INTRODUCED	2021-03-09T09:43:07.348Z		
2566053103	da3542b4-9a73-4054-b9a3-2d762e172199	a77a179b-1bdc-4400-835a-a7f49bb4a991	Fungi	Basidiomycota	Agaricomycetes	Hysterangiales	Hysterangiaceae	Hysterangium	Hysterangium inflatum		SPECIES	Hysterangium inflatum Rodway	Hysterangium inflatum Rodway	Rodway	NZ	New Zealand		PRESENT		37560003-ae75-43c3-95aa-48c98797aa2a													2525891	2525891	UNKNOWN							CC_BY_4_0				INTRODUCED	2021-03-09T09:43:07.785Z		
2566053102	da3542b4-9a73-4054-b9a3-2d762e172199	ab7205f3-23de-4058-9bde-1dd5048d5959	Fungi	Basidiomycota	Agaricomycetes	Boletales	Suillaceae	Suillus	Suillus bovinus		SPECIES	Suillus bovinus (L.) Roussel	Suillus bovinus (L.) Roussel	(L.) Roussel	AU	New South Wales		PRESENT		37560003-ae75-43c3-95aa-48c98797aa2a													7623986	7623986	UNKNOWN							CC_BY_4_0				INTRODUCED	2021-03-09T09:43:07.803Z		
2566053101	da3542b4-9a73-4054-b9a3-2d762e172199	a16ac244-22d3-4417-bf78-4268cec485da	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Clavariaceae	Clavulinopsis	Clavulinopsis daigremontiana		SPECIES	Clavulinopsis daigremontiana (Boud.) Corner	Clavulinopsis daigremontiana (Boud.) Corner	(Boud.) Corner	NO	Norway		PRESENT		37560003-ae75-43c3-95aa-48c98797aa2a									1980-01-01T00:00:00			1980	5446523	5446523	UNKNOWN							CC_BY_4_0				INTRODUCED	2021-03-09T09:43:07.645Z		
2566053100	da3542b4-9a73-4054-b9a3-2d762e172199	0059ab2c-14e5-44d5-b880-a38599ecc66e	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Tricholoma	Tricholoma sulphureum		SPECIES	Tricholoma sulphureum (Bull.) P.Kumm.	Tricholoma sulphureum (Bull.) P. Kumm.	(Bull.) P. Kumm.	UY	Uruguay		PRESENT		37560003-ae75-43c3-95aa-48c98797aa2a													8897119	8897119	UNKNOWN							CC_BY_4_0				INTRODUCED	2021-03-09T09:43:07.589Z		
2566053099	da3542b4-9a73-4054-b9a3-2d762e172199	51d0e6d1-c87e-481a-8c5d-fb1d4c0d88a1	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	Gymnopus	Gymnopus luxurians		SPECIES	Collybia luxurians Peck	Collybia luxurians Peck	Peck	NL	Netherlands		PRESENT		37560003-ae75-43c3-95aa-48c98797aa2a									1989-01-01T00:00:00			1989	2532421	5242106	UNKNOWN							CC_BY_4_0				INTRODUCED	2021-03-09T09:43:07.744Z		
2566053098	da3542b4-9a73-4054-b9a3-2d762e172199	733e8308-7651-42af-a766-389538c1dfdf	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita phalloides		SPECIES	Amanita phalloides (Vaill. ex Fr.) Link	Amanita phalloides (Vaill. ex Fr.) Link	(Vaill. ex Fr.) Link	UY	Uruguay		PRESENT		37560003-ae75-43c3-95aa-48c98797aa2a													5240325	5240325	UNKNOWN							CC_BY_4_0				INTRODUCED	2021-03-09T09:43:07.890Z		
2566053097	da3542b4-9a73-4054-b9a3-2d762e172199	53f978f7-fd7a-4ba7-a143-d384a70bd97c	Fungi	Basidiomycota	Agaricomycetes	Boletales	Suillaceae	Suillus	Suillus spraguei		SPECIES	Boletinus pictus Peck	Boletinus pictus Peck	Peck	DE	Germany		PRESENT		37560003-ae75-43c3-95aa-48c98797aa2a									1966-01-01T00:00:00			1966	2525392	7596307	UNKNOWN							CC_BY_4_0				INTRODUCED	2021-03-09T09:43:07.812Z		
2566053096	da3542b4-9a73-4054-b9a3-2d762e172199	2c4eb1f2-ba47-413d-81f3-aa16096c35d8	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hydnangiaceae	Hydnangium	Hydnangium carneum		SPECIES	Hydnangium carneum Wallr.	Hydnangium carneum Wallr.	Wallr.	CN	China		PRESENT		37560003-ae75-43c3-95aa-48c98797aa2a													2530904	2530904	UNKNOWN							CC_BY_4_0				INTRODUCED	2021-03-09T09:43:08.055Z		
2566053095	da3542b4-9a73-4054-b9a3-2d762e172199	7354e629-ae94-4793-9c99-0fa1fbc55057	Fungi	Basidiomycota	Agaricomycetes	Phallales	Phallaceae	Lysurus	Lysurus cruciatus		SPECIES	Lysurus cruciatus (Lepr. & Mont.) Henn.	Lysurus cruciatus (Lepr. & Mont.) Henn.	(Lepr. & Mont.) Henn.	US	California		PRESENT		37560003-ae75-43c3-95aa-48c98797aa2a													5239500	5239500	UNKNOWN							CC_BY_4_0				INTRODUCED	2021-03-09T09:43:07.872Z		
2566053094	da3542b4-9a73-4054-b9a3-2d762e172199	33015014-e31b-4f67-bd82-38d029b9174e	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Leucoagaricus	Leucoagaricus americanus		SPECIES	Leucoagaricus americanus (Peck) Vellinga	Leucoagaricus americanus (Peck) Vellinga	(Peck) Vellinga	DK	Denmark		PRESENT		37560003-ae75-43c3-95aa-48c98797aa2a									1924-01-01T00:00:00			1924	2535839	2535839	UNKNOWN							CC_BY_4_0				INTRODUCED	2021-03-09T09:43:07.768Z		
2566053093	da3542b4-9a73-4054-b9a3-2d762e172199	dec1867d-72ef-4eae-9e47-0c36df075bfa	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Chlorophyllum	Chlorophyllum molybdites		SPECIES	Chlorophyllum molybdites (G.Mey.) Massee	Chlorophyllum molybdites (G. Mey.) Massee	(G. Mey.) Massee	FR	France		PRESENT		37560003-ae75-43c3-95aa-48c98797aa2a									1996-01-01T00:00:00			1996	5243168	5243168	UNKNOWN							CC_BY_4_0				INTRODUCED	2021-03-09T09:43:08.006Z		
2566053092	da3542b4-9a73-4054-b9a3-2d762e172199	ab0e2059-4ec4-4196-91c3-89b274138e20	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Russula	Russula pectinata		SPECIES	Russula pectinata Fr.	Russula pectinata Fr.	Fr.	ZA	South Africa		PRESENT		37560003-ae75-43c3-95aa-48c98797aa2a													2551285	2551285	UNKNOWN							CC_BY_4_0				INTRODUCED	2021-03-09T09:43:08.107Z		
2566053091	da3542b4-9a73-4054-b9a3-2d762e172199	4cc6b4e8-8950-4bb7-906e-548c7bda77df	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Meruliaceae	Xanthoporus	Xanthoporus syringae		SPECIES	Albatrellus syringae (Parmasto) Pouzar	Albatrellus syringae (Parmasto) Pouzar	(Parmasto) Pouzar,	NO	Norway		PRESENT		37560003-ae75-43c3-95aa-48c98797aa2a									1960-01-01T00:00:00			1960	2551790	3315529	UNKNOWN							CC_BY_4_0				INTRODUCED	2021-03-09T09:43:08.185Z		
2566053090	da3542b4-9a73-4054-b9a3-2d762e172199	a6358d38-2c9c-402d-a180-d5ae9ddff187	Fungi	Basidiomycota	Agaricomycetes	Hysterangiales	Hysterangiaceae	Hysterangium	Hysterangium inflatum		SPECIES	Hysterangium inflatum Rodway	Hysterangium inflatum Rodway	Rodway	FR	France		PRESENT		37560003-ae75-43c3-95aa-48c98797aa2a									1979-01-01T00:00:00			1979	2525891	2525891	UNKNOWN							CC_BY_4_0				INTRODUCED	2021-03-09T09:43:07.940Z		
2566053089	da3542b4-9a73-4054-b9a3-2d762e172199	3fff96f2-415c-4150-86b5-1106f6584586	Fungi	Basidiomycota	Agaricomycetes	Boletales	Gyroporaceae	Gyroporus	Gyroporus castaneus		SPECIES	Gyroporus castaneus (Bull.) Quél.	Gyroporus castaneus (Bull.) Quel.	(Bull.) Quel.	NZ	New Zealand		PRESENT		37560003-ae75-43c3-95aa-48c98797aa2a													9133361	9133361	UNKNOWN							CC_BY_4_0				INTRODUCED	2021-03-09T09:43:07.351Z		
2566053088	da3542b4-9a73-4054-b9a3-2d762e172199	3e1fe723-cf56-4a80-8f5e-a08bbac6d3b7	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita phalloides		SPECIES	Amanita phalloides (Vaill. ex Fr.) Link	Amanita phalloides (Vaill. ex Fr.) Link	(Vaill. ex Fr.) Link	US	Pennsylvania		PRESENT		37560003-ae75-43c3-95aa-48c98797aa2a									1905-01-01T00:00:00			1905	5240325	5240325	UNKNOWN							CC_BY_4_0				INTRODUCED	2021-03-09T09:43:07.744Z		
2566053087	da3542b4-9a73-4054-b9a3-2d762e172199	c78d04a5-6b37-42f4-8920-b3b79368416a	Fungi	Ascomycota	Pezizomycetes	Pezizales	Tuberaceae	Tuber	Tuber borchii		SPECIES	Tuber borchii Vittad.	Tuber borchii Vittad.	Vittad.	AR	Argentina		PRESENT		37560003-ae75-43c3-95aa-48c98797aa2a													5258463	5258463	UNKNOWN							CC_BY_4_0				INTRODUCED	2021-03-09T09:43:08.091Z		
2566053086	da3542b4-9a73-4054-b9a3-2d762e172199	c82acd10-5c71-42e4-a0a4-bb44966ab33b	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Agaricus	Agaricus augustus		SPECIES	Agaricus augustus Fr.	Agaricus augustus Fr.	Fr.	NZ	New Zealand		PRESENT		37560003-ae75-43c3-95aa-48c98797aa2a													5243429	5243429	UNKNOWN							CC_BY_4_0				INTRODUCED	2021-03-09T09:43:07.588Z		
2566053085	da3542b4-9a73-4054-b9a3-2d762e172199	697cc882-e1f8-40c7-b10d-11e2bcb42e8f	Fungi	Basidiomycota	Agaricomycetes	Boletales	Sclerodermataceae	Pisolithus	Pisolithus albus		SPECIES	Pisolithus albus (Cooke & Massee) Priest	Pisolithus albus (Cooke & Massee) Priest	(Cooke & Massee) Priest	BR	Santa Catarina		PRESENT		37560003-ae75-43c3-95aa-48c98797aa2a													2525471	2525471	UNKNOWN							CC_BY_4_0				INTRODUCED	2021-03-09T09:43:08.186Z		
2566053084	da3542b4-9a73-4054-b9a3-2d762e172199	025973d0-634e-4c5d-9d1d-6a37975ab5e8	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Leucoagaricus	Leucoagaricus americanus		SPECIES	Leucoagaricus americanus (Peck) Vellinga	Leucoagaricus americanus (Peck) Vellinga	(Peck) Vellinga	AT	Austria		PRESENT		37560003-ae75-43c3-95aa-48c98797aa2a													2535839	2535839	UNKNOWN							CC_BY_4_0				INTRODUCED	2021-03-09T09:43:07.641Z		
2566053083	da3542b4-9a73-4054-b9a3-2d762e172199	88458890-0cf6-4e4e-a427-a9f34ed23d3b	Fungi	Basidiomycota	Agaricomycetes	Boletales	Suillaceae	Suillus	Suillus bovinus		SPECIES	Suillus bovinus (L.) Roussel	Suillus bovinus (L.) Roussel	(L.) Roussel	KE	Kenya		PRESENT		37560003-ae75-43c3-95aa-48c98797aa2a									1984-01-01T00:00:00			1984	7623986	7623986	UNKNOWN							CC_BY_4_0				INTRODUCED	2021-03-09T09:43:07.670Z		
2566053082	da3542b4-9a73-4054-b9a3-2d762e172199	79fbb523-f1ce-40f0-bab0-9beb4d377060	Fungi	Basidiomycota	Agaricomycetes	Boletales	Sclerodermataceae	Scleroderma	Scleroderma albidum		SPECIES	Scleroderma albidum Pat. & Trab.	Scleroderma albidum Pat. & Trab.	Pat. & Trab.	BR	Minas Gerais		PRESENT		37560003-ae75-43c3-95aa-48c98797aa2a													5239945	5239945	UNKNOWN							CC_BY_4_0				INTRODUCED	2021-03-09T09:43:07.938Z		
2566053081	da3542b4-9a73-4054-b9a3-2d762e172199	6e6a0e91-f6cb-474f-a500-49aa5e86ede6	Fungi	Basidiomycota	Agaricomycetes	Gomphales	Gomphaceae	Ramaria	Ramaria toxica		SPECIES	Ramaria toxica L.S.Domínguez & R.H.Petersen	Ramaria toxica L.S. Dominguez & R.H. Petersen	L.S. Dominguez & R.H. Petersen	BR	Parana		PRESENT		37560003-ae75-43c3-95aa-48c98797aa2a													5238441	5238441	UNKNOWN							CC_BY_4_0					2021-03-09T09:43:07.636Z		
2566053080	da3542b4-9a73-4054-b9a3-2d762e172199	6b0ade36-3feb-40c2-9234-955a969b0afe	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Bolbitiaceae	Setchelliogaster	Setchelliogaster tenuipes		SPECIES	Setchelliogaster rheophyllus (Bertault & Malençon) G.Moreno & Kreisel	Setchelliogaster rheophyllus (Bertault & Malencon) G. Moreno & Kreisel	(Bertault & Malencon) G. Moreno & Kreisel	DE	Germany		PRESENT		37560003-ae75-43c3-95aa-48c98797aa2a													2526805	2526798	UNKNOWN							CC_BY_4_0				INTRODUCED	2021-03-09T09:43:08.169Z		
2566053079	da3542b4-9a73-4054-b9a3-2d762e172199	9145ff4b-ce56-47e2-8813-bfec23f04c29	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Tricholoma	Tricholoma scalpturatum		SPECIES	Tricholoma scalpturatum (Fr.) Quél.	Tricholoma scalpturatum (Fr.) Quel.	(Fr.) Quel.	CL	Chile		PRESENT		37560003-ae75-43c3-95aa-48c98797aa2a													5241821	5241821	UNKNOWN							CC_BY_4_0				INTRODUCED	2021-03-09T09:43:07.952Z		
2566053078	da3542b4-9a73-4054-b9a3-2d762e172199	54630183-e3c3-4601-9670-8b16f5ed23da	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Crepidotus	Crepidotus cinnabarinus		SPECIES	Crepidotus cinnabarinus Peck	Crepidotus cinnabarinus Peck	Peck	DE	Germany		PRESENT		37560003-ae75-43c3-95aa-48c98797aa2a									1990-01-01T00:00:00			1990	5240959	5240959	UNKNOWN							CC_BY_4_0				INTRODUCED	2021-03-09T09:43:07.640Z		
2566053077	da3542b4-9a73-4054-b9a3-2d762e172199	063d07e7-5c5f-45bb-ae41-79e1b18e12d2	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Diplomitoporus	Diplomitoporus flavescens		SPECIES	Diplomitoporus flavescens (Bres.) Domański	Diplomitoporus flavescens (Bres.) Domanski	(Bres.) Domanski	PL	Poland		PRESENT		37560003-ae75-43c3-95aa-48c98797aa2a									1903-01-01T00:00:00			1903	2549065	2549065	UNKNOWN							CC_BY_4_0				INTRODUCED	2021-03-09T09:43:07.549Z		
2566053076	da3542b4-9a73-4054-b9a3-2d762e172199	5f1a6f64-ed95-47f1-b5d7-6c27e66f119d	Fungi	Basidiomycota	Agaricomycetes	Boletales	Paxillaceae	Paxillus	Paxillus obscurisporus		SPECIES	Paxillus obscurisporus C.Hahn	Paxillus obscurisporus C. Hahn	C. Hahn	CH	Switzerland		PRESENT		37560003-ae75-43c3-95aa-48c98797aa2a									2006-01-01T00:00:00			2006	5460672	5460672	UNKNOWN							CC_BY_4_0				INTRODUCED	2021-03-09T09:43:07.819Z		
2566053075	da3542b4-9a73-4054-b9a3-2d762e172199	f2de6b1d-3920-431e-9e4f-ca319194ea09	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Leucocoprinus	Leucocoprinus heinemannii		SPECIES	Leucocoprinus heinemannii Migl.	Leucocoprinus heinemannii Migl.	Migl.	FR	France		PRESENT		37560003-ae75-43c3-95aa-48c98797aa2a									1992-01-01T00:00:00			1992	3331999	3331999	UNKNOWN							CC_BY_4_0				INTRODUCED	2021-03-09T09:43:07.640Z		
2566053074	da3542b4-9a73-4054-b9a3-2d762e172199	4fc050e6-80d7-4958-b540-ca9620a84733	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Strophariaceae	Agrocybe	Agrocybe sororia		SPECIES	Agrocybe sororia (Peck) Singer	Agrocybe sororia (Peck) Singer	(Peck) Singer	NZ	New Zealand		PRESENT		37560003-ae75-43c3-95aa-48c98797aa2a													2533135	2533135	UNKNOWN							CC_BY_4_0				INTRODUCED	2021-03-09T09:43:07.885Z		
2566053073	da3542b4-9a73-4054-b9a3-2d762e172199	9a0c8068-f7b0-494e-a910-4a7479e10c69	Fungi	Basidiomycota	Agaricomycetes	Boletales	Suillaceae	Suillus	Suillus lakei		SPECIES	Suillus lakei (Murrill) A.H.Sm. & Thiers	Suillus lakei (Murrill) A.H. Sm. & Thiers	(Murrill) A.H. Sm. & Thiers	AR	Argentina		PRESENT		37560003-ae75-43c3-95aa-48c98797aa2a													5239846	5239846	UNKNOWN							CC_BY_4_0				INTRODUCED	2021-03-09T09:43:07.940Z		
2566053072	da3542b4-9a73-4054-b9a3-2d762e172199	0a93ab83-d5aa-46e2-b780-84a4f3d489d7	Fungi	Basidiomycota	Agaricomycetes	Gomphales	Gomphaceae	Ramaria	Ramaria junquilleo-vertex		SPECIES	Ramaria junquilleo-vertex R.H.Petersen	Ramaria junquilleo-vertex R.H. Petersen	R.H. Petersen	BR	Santa Catarina		PRESENT		37560003-ae75-43c3-95aa-48c98797aa2a													5238650	5238650	UNKNOWN							CC_BY_4_0					2021-03-09T09:43:08.072Z		
2566053071	da3542b4-9a73-4054-b9a3-2d762e172199	341aec7d-a30e-4549-9f1d-3dd2d207aaa6	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Bolbitiaceae	Setchelliogaster	Setchelliogaster tenuipes		SPECIES	Setchelliogaster tenuipes (Setch.) Pouzar	Setchelliogaster tenuipes (Setch.) Pouzar	(Setch.) Pouzar	AR	Argentina		PRESENT		37560003-ae75-43c3-95aa-48c98797aa2a													2526798	2526798	UNKNOWN							CC_BY_4_0				INTRODUCED	2021-03-09T09:43:07.837Z		
2566053070	da3542b4-9a73-4054-b9a3-2d762e172199	a97e60ec-12bd-4def-987b-4778574ce7d0	Fungi	Basidiomycota	Agaricomycetes	Boletales	Suillaceae	Suillus	Suillus bovinus		SPECIES	Suillus bovinus (L.) Roussel	Suillus bovinus (L.) Roussel	(L.) Roussel	US	Pennsylvania		PRESENT		37560003-ae75-43c3-95aa-48c98797aa2a													7623986	7623986	UNKNOWN							CC_BY_4_0				INTRODUCED	2021-03-09T09:43:07.380Z		
2566053069	da3542b4-9a73-4054-b9a3-2d762e172199	c1ec1cd6-8f0d-4448-8745-c1cf69008ef2	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita phalloides		SPECIES	Amanita phalloides (Vaill. ex Fr.) Link	Amanita phalloides (Vaill. ex Fr.) Link	(Vaill. ex Fr.) Link	US	Maryland		PRESENT		37560003-ae75-43c3-95aa-48c98797aa2a									1960-01-01T00:00:00			1960	5240325	5240325	UNKNOWN							CC_BY_4_0				INTRODUCED	2021-03-09T09:43:08.034Z		
2566053068	da3542b4-9a73-4054-b9a3-2d762e172199	1a9dbcd7-5001-469e-ad5f-e4a6be8dc1e6	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Agaricus	Agaricus semotus		SPECIES	Agaricus semotus Fr.	Agaricus semotus Fr.	Fr.	NZ	New Zealand		PRESENT		37560003-ae75-43c3-95aa-48c98797aa2a													5243428	5243428	UNKNOWN							CC_BY_4_0				INTRODUCED	2021-03-09T09:43:07.523Z		
2566053067	da3542b4-9a73-4054-b9a3-2d762e172199	41a3399f-6a04-4554-8280-9dc83fe7ebcc	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Lactarius	Lactarius torminosus		SPECIES	Lactarius torminosus (Schaeff.) Gray	Lactarius torminosus (Schaeff.) Gray	(Schaeff.) Gray	CL	Chile		PRESENT		37560003-ae75-43c3-95aa-48c98797aa2a													5248619	5248619	UNKNOWN							CC_BY_4_0				INTRODUCED	2021-03-09T09:43:07.504Z		
2566053066	da3542b4-9a73-4054-b9a3-2d762e172199	35449aba-df19-42e2-9dc3-5485747fb83b	Fungi	Basidiomycota	Agaricomycetes	Boletales	Suillaceae	Suillus	Suillus granulatus		SPECIES	Suillus granulatus (L.) Roussel	Suillus granulatus (L.) Roussel	(L.) Roussel	BR	Santa Catarina		PRESENT		37560003-ae75-43c3-95aa-48c98797aa2a													8146046	8146046	UNKNOWN							CC_BY_4_0				INTRODUCED	2021-03-09T09:43:07.542Z		
2566053065	da3542b4-9a73-4054-b9a3-2d762e172199	389e46fe-df92-4fe3-a471-50fef37fcf88	Fungi	Basidiomycota	Agaricomycetes	Boletales	Suillaceae	Suillus	Suillus lakei		SPECIES	Suillus lakei (Murrill) A.H.Sm. & Thiers	Suillus lakei (Murrill) A.H. Sm. & Thiers	(Murrill) A.H. Sm. & Thiers	NZ	New Zealand		PRESENT		37560003-ae75-43c3-95aa-48c98797aa2a													5239846	5239846	UNKNOWN							CC_BY_4_0				INTRODUCED	2021-03-09T09:43:07.330Z		
2566053064	da3542b4-9a73-4054-b9a3-2d762e172199	56cea092-57d9-463c-b78e-d1d5596d66b5	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Leucocoprinus	Leucocoprinus cepistipes	rorulentus	VARIETY	Leucocoprinus cepistipes var. rorulentus (Panizzi) Babos	Leucocoprinus cepistipes var. rorulentus (Panizzi) Babos	(Panizzi) Babos	GB	United Kingdom		PRESENT		37560003-ae75-43c3-95aa-48c98797aa2a									1785-01-01T00:00:00			1785	2535584	2535581	UNKNOWN							CC_BY_4_0				INTRODUCED	2021-03-09T09:43:07.741Z		
2566053063	da3542b4-9a73-4054-b9a3-2d762e172199	a899b1e9-ae7b-4aa5-bcad-fe36fbf0eb3e	Fungi	Basidiomycota	Agaricomycetes	Boletales	Sclerodermataceae	Pisolithus	Pisolithus microcarpus		SPECIES	Pisolithus microcarpus (Cooke & Massee) G.Cunn.	Pisolithus microcarpus (Cooke & Massee) G. Cunn.	(Cooke & Massee) G. Cunn.	MA	Morocco		PRESENT		37560003-ae75-43c3-95aa-48c98797aa2a													2525474	2525474	UNKNOWN							CC_BY_4_0				INTRODUCED	2021-03-09T09:43:07.795Z		
