species,status,region,note
Strumigenys simoni,native,South Africa,""
Syllophopsis cryptobia,native,South Africa,""
Technomyrmex pallipes,native,South Africa,""
Tetramorium caldarium,native,South Africa,""
Tetramorium delagoense,native,South Africa,""
Tetramorium grassii,native,South Africa,""
Tetramorium pauper,native,South Africa,""
Tetramorium sericeiventre,native,South Africa,""
Tetramorium simillimum,native,South Africa,""
Linepithema humile,established.outdoors,South Australia,""
Monomorium pharaonis,established.outdoors,South Australia,""
Tetramorium bicarinatum,established.outdoors,South Australia,""
Amblyopone australis,native,South Australia,""
Aphaenogaster longiceps,native,South Australia,""
Cardiocondyla nuda,native,South Australia,""
Iridomyrmex minor,native,South Australia,""
Iridomyrmex suchieri,native,South Australia,""
Mayriella abstinens,native,South Australia,""
Monomorium fieldi,native,South Australia,""
Monomorium sydneyense,native,South Australia,""
Myrmecia brevinoda,native,South Australia,""
Nylanderia glabrior,native,South Australia,""
Ochetellus glaber,native,South Australia,""
Paraparatrechina minutula,native,South Australia,""
Pheidole vigilans,native,South Australia,""
Ponera leae,native,South Australia,""
Rhytidoponera mayri,native,South Australia,""
Rhytidoponera metallica,native,South Australia,""
Strumigenys perplexa,native,South Australia,""
Tapinoma minutum,native,South Australia,""
Technomyrmex jocosus,native,South Australia,""
Brachymyrmex patagonicus,established.outdoors,South Carolina,""
Brachyponera chinensis,established.outdoors,South Carolina,""
Cardiocondyla minutior,established.outdoors,South Carolina,""
Cyphomyrmex rimosus,established.outdoors,South Carolina,""
Hypoponera opaciceps,established.outdoors,South Carolina,""
Hypoponera punctatissima,established.outdoors,South Carolina,""
Linepithema humile,established.outdoors,South Carolina,""
Nylanderia bourbonica,established.outdoors,South Carolina,""
Nylanderia flavipes,established.outdoors,South Carolina,""
Paratrechina longicornis,established.outdoors,South Carolina,""
Pseudomyrmex gracilis,established.outdoors,South Carolina,""
Solenopsis invicta,established.outdoors,South Carolina,""
Strumigenys membranifera,established.outdoors,South Carolina,""
Tapinoma melanocephalum,established.outdoors,South Carolina,""
Tetramorium bicarinatum,established.outdoors,South Carolina,""
Tetramorium immigrans,established.outdoors,South Carolina,""
Tetramorium lanuginosum,established.outdoors,South Carolina,""
Tetramorium simillimum,established.outdoors,South Carolina,""
Camponotus pennsylvanicus,native,South Carolina,""
Hypoponera opacior,native,South Carolina,""
Lasius neoniger,native,South Carolina,""
Nylanderia vividula,native,South Carolina,""
Ponera exotica,native,South Carolina,""
Solenopsis geminata,native,South Carolina,""
Solenopsis globularia,native,South Carolina,""
Strumigenys louisianae,native,South Carolina,""
Tapinoma sessile,native,South Carolina,""
Temnothorax longispinosus,native,South Carolina,""
Camponotus pennsylvanicus,native,South Dakota,""
Lasius neoniger,native,South Dakota,""
Pogonomyrmex occidentalis,native,South Dakota,""
Solenopsis validiuscula,native,South Dakota,""
Tapinoma sessile,native,South Dakota,""
Cardiocondyla kagutsuchi,established.outdoors,South Korea,""
Hypoponera ragusai,established.outdoors,South Korea,""
Linepithema humile,established.outdoors,South Korea,""
Pheidole indica,established.outdoors,South Korea,""
Strumigenys membranifera,established.outdoors,South Korea,""
Technomyrmex brunneus,established.outdoors,South Korea,""
Tetramorium bicarinatum,established.outdoors,South Korea,""
Brachyponera chinensis,native,South Korea,""
Camponotus itoi,native,South Korea,""
Lasius flavus,native,South Korea,""
Lasius japonicus,native,South Korea,""
Monomorium intrudens,native,South Korea,""
Myrmica kotokui,native,South Korea,""
Nylanderia flavipes,native,South Korea,""
Ochetellus glaber,native,South Korea,""
Strumigenys hexamera,native,South Korea,""
Strumigenys lewisi,native,South Korea,""
Strumigenys solifontis,native,South Korea,""
Tetramorium tsushimae,native,South Korea,""
Vollenhovia emeryi,native,South Korea,""
Hypoponera eduardi,established.outdoors,South Western Australia,""
Lepisiota frauenfeldi,established.outdoors,South Western Australia,""
Linepithema humile,established.outdoors,South Western Australia,""
Lioponera longitarsus,established.outdoors,South Western Australia,""
Monomorium pharaonis,established.outdoors,South Western Australia,""
Nylanderia bourbonica,established.outdoors,South Western Australia,""
Pheidole indica,established.outdoors,South Western Australia,""
Pheidole megacephala,established.outdoors,South Western Australia,""
Pheidole vigilans,established.outdoors,South Western Australia,""
Solenopsis geminata,established.outdoors,South Western Australia,""
Tapinoma melanocephalum,established.outdoors,South Western Australia,""
Technomyrmex albipes,established.outdoors,South Western Australia,""
Tetramorium bicarinatum,established.outdoors,South Western Australia,""
Tetramorium caldarium,established.outdoors,South Western Australia,""
Tetramorium simillimum,established.outdoors,South Western Australia,""
Trichomyrmex destructor,established.outdoors,South Western Australia,""
Amblyopone australis,native,South Western Australia,""
Aphaenogaster longiceps,native,South Western Australia,""
Cardiocondyla nuda,native,South Western Australia,""
Doleromyrma darwiniana,native,South Western Australia,""
Iridomyrmex minor,native,South Western Australia,""
Iridomyrmex suchieri,native,South Western Australia,""
Monomorium fieldi,native,South Western Australia,""
Monomorium sydneyense,native,South Western Australia,""
Myrmecia brevinoda,native,South Western Australia,""
Nylanderia glabrior,native,South Western Australia,""
Ochetellus glaber,native,South Western Australia,""
Paraparatrechina minutula,native,South Western Australia,""
Pheidole rugosula,native,South Western Australia,""
Platythyrea parallela,native,South Western Australia,""
Rhytidoponera mayri,native,South Western Australia,""
Rhytidoponera metallica,native,South Western Australia,""
Strumigenys perplexa,native,South Western Australia,""
Technomyrmex jocosus,native,South Western Australia,""
Anochetus ghilianii,established.outdoors,Spain,""
Brachymyrmex patagonicus,established.outdoors,Spain,""
Cardiocondyla emeryi,established.outdoors,Spain,""
Cardiocondyla mauritanica,established.outdoors,Spain,""
Cardiocondyla obscurior,established.outdoors,Spain,""
Crematogaster inermis,established.outdoors,Spain,""
Hypoponera punctatissima,established.outdoors,Spain,""
Lasius neglectus,established.outdoors,Spain,""
Linepithema humile,established.outdoors,Spain,""
Monomorium carbonarium,established.outdoors,Spain,""
Nylanderia jaegerskioeldi,established.outdoors,Spain,""
Nylanderia vividula,established.outdoors,Spain,""
Paratrechina longicornis,established.outdoors,Spain,""
Pheidole indica,established.outdoors,Spain,""
Pheidole megacephala,established.outdoors,Spain,""
Stigmatomma emeryi,established.outdoors,Spain,""
Strumigenys membranifera,established.outdoors,Spain,""
Technomyrmex vexatus,established.outdoors,Spain,""
Temnothorax longispinosus,established.outdoors,Spain,""
Tetramorium bicarinatum,established.outdoors,Spain,""
Tetramorium caldarium,established.outdoors,Spain,""
Tetramorium lanuginosum,established.outdoors,Spain,""
Trichomyrmex destructor,established.outdoors,Spain,""
Trichomyrmex mayri,established.outdoors,Spain,""
Wasmannia auropunctata,established.outdoors,Spain,""
Aphaenogaster gemella,native,Spain,""
Aphaenogaster iberica,native,Spain,""
Aphaenogaster senilis,native,Spain,""
Camponotus barbaricus,native,Spain,""
Camponotus fallax,native,Spain,""
Camponotus vagus,native,Spain,""
Cardiocondyla batesii,native,Spain,""
Cardiocondyla nigra,native,Spain,""
Crematogaster scutellaris,native,Spain,""
Crematogaster sordidula,native,Spain,""
Formica rufibarbis,native,Spain,""
Hypoponera eduardi,native,Spain,""
Hypoponera ragusai,native,Spain,""
Lasius alienus,native,Spain,""
Lasius citrinus,native,Spain,""
Lasius emarginatus,native,Spain,""
Lasius flavus,native,Spain,""
Lasius fuliginosus,native,Spain,""
Lasius grandis,native,Spain,""
Lasius niger,native,Spain,""
Lepisiota frauenfeldi,native,Spain,""
Messor capitatus,native,Spain,""
Messor lusitanicus,native,Spain,""
Messor structor,native,Spain,""
Monomorium andrei,native,Spain,""
Monomorium monomorium,native,Spain,""
Monomorium salomonis,native,Spain,""
Monomorium subopacum,native,Spain,""
Myrmica lobulicornis,native,Spain,""
Myrmica rubra,native,Spain,""
Myrmica scabrinodis,native,Spain,""
Myrmica specioides,native,Spain,""
Pheidole pallidula,native,Spain,""
Plagiolepis pygmaea,native,Spain,""
Plagiolepis schmitzii,native,Spain,""
Ponera coarctata,native,Spain,""
Solenopsis fugax,native,Spain,""
Solenopsis orbula,native,Spain,""
Tapinoma darioi,native,Spain,""
Tapinoma ibericum,native,Spain,""
Tapinoma madeirense,native,Spain,""
Tapinoma magnum,native,Spain,""
Tapinoma nigerrimum,native,Spain,""
Temnothorax unifasciatus,native,Spain,""
Tetramorium atratulum,native,Spain,""
Tetramorium caespitum,native,Spain,""
Tetramorium immigrans,native,Spain,""
Tetramorium impurum,native,Spain,""
Tetramorium semilaeve,native,Spain,""
Cardiocondyla emeryi,established.outdoors,Sri Lanka,""
Hypoponera punctatissima,established.outdoors,Sri Lanka,""
Hypoponera ragusai,established.outdoors,Sri Lanka,""
Leptogenys falcigera,established.outdoors,Sri Lanka,""
Monomorium monomorium,established.outdoors,Sri Lanka,""
Monomorium pharaonis,established.outdoors,Sri Lanka,""
Monomorium subopacum,established.outdoors,Sri Lanka,""
Nylanderia vividula,established.outdoors,Sri Lanka,""
Ooceraea biroi,established.outdoors,Sri Lanka,""
Pheidole megacephala,established.outdoors,Sri Lanka,""
Solenopsis geminata,established.outdoors,Sri Lanka,""
Strumigenys emmae,established.outdoors,Sri Lanka,""
Strumigenys godeffroyi,established.outdoors,Sri Lanka,""
Strumigenys membranifera,established.outdoors,Sri Lanka,""
Tetramorium bicarinatum,established.outdoors,Sri Lanka,""
Tetramorium insolens,established.outdoors,Sri Lanka,""
Tetramorium pacificum,established.outdoors,Sri Lanka,""
Tetramorium simillimum,established.outdoors,Sri Lanka,""
Tetramorium tonganum,established.outdoors,Sri Lanka,""
Trichomyrmex destructor,established.outdoors,Sri Lanka,""
Trichomyrmex mayri,established.outdoors,Sri Lanka,""
Anochetus graeffei,native,Sri Lanka,""
Anoplolepis gracilipes,native,Sri Lanka,""
Brachyponera luteipes,native,Sri Lanka,""
Brachyponera obscurans,native,Sri Lanka,""
Camponotus compressus,native,Sri Lanka,""
Camponotus sericeus,native,Sri Lanka,""
Camponotus variegatus,native,Sri Lanka,""
Cardiocondyla itsukii,native,Sri Lanka,""
Cardiocondyla kagutsuchi,native,Sri Lanka,""
Cardiocondyla minutior,native,Sri Lanka,""
Cardiocondyla wroughtonii,native,Sri Lanka,""
Cryptopone testacea,native,Sri Lanka,""
Erromyrma latinodis,native,Sri Lanka,""
Hypoponera confinis,native,Sri Lanka,""
Iridomyrmex anceps,native,Sri Lanka,""
Lepisiota capensis,native,Sri Lanka,""
Lepisiota frauenfeldi,native,Sri Lanka,""
Monomorium dichroum,native,Sri Lanka,""
Monomorium floricola,native,Sri Lanka,""
Nylanderia bourbonica,native,Sri Lanka,""
Ochetellus glaber,native,Sri Lanka,""
Odontomachus simillimus,native,Sri Lanka,""
Oecophylla smaragdina,native,Sri Lanka,""
Paratrechina longicornis,native,Sri Lanka,""
Parvaponera darwinii,native,Sri Lanka,""
Pheidole fervens,native,Sri Lanka,""
Pheidole indica,native,Sri Lanka,""
Pheidole parva,native,Sri Lanka,""
Plagiolepis exigua,native,Sri Lanka,""
Platythyrea parallela,native,Sri Lanka,""
Polyrhachis dives,native,Sri Lanka,""
Prionopelta kraepelini,native,Sri Lanka,""
Syllophopsis australica,native,Sri Lanka,""
Tapinoma melanocephalum,native,Sri Lanka,""
Technomyrmex albipes,native,Sri Lanka,""
Technomyrmex brunneus,native,Sri Lanka,""
Tetramorium lanuginosum,native,Sri Lanka,""
Tetramorium obesum,native,Sri Lanka,""
Tetramorium smithi,native,Sri Lanka,""
Tetraponera allaborans,native,Sri Lanka,""
Tetraponera rufonigra,native,Sri Lanka,""
Trichomyrmex destructor,native,Sri Lanka,""
Trichomyrmex wroughtoni,native,Sri Lanka,""
Monomorium pharaonis,established.outdoors,Sucre,""
Tapinoma melanocephalum,established.outdoors,Sucre,""
Camponotus planatus,native,Sucre,""
Ectatomma ruidum,native,Sucre,""
Odontomachus bauri,native,Sucre,""
Pachycondyla harpax,native,Sucre,""
Pseudomyrmex elongatus,native,Sucre,""
Pseudomyrmex gracilis,native,Sucre,""
Hypoponera ragusai,established.outdoors,Sudan,""
Paratrechina longicornis,established.outdoors,Sudan,""
Pheidole indica,established.outdoors,Sudan,""
Technomyrmex albipes,established.outdoors,Sudan,""
Trichomyrmex destructor,established.outdoors,Sudan,""
Trichomyrmex mayri,established.outdoors,Sudan,""
Anochetus sedilloti,native,Sudan,""
Brachyponera sennaarensis,native,Sudan,""
Camponotus maculatus,native,Sudan,""
Camponotus sericeus,native,Sudan,""
Cardiocondyla emeryi,native,Sudan,""
Cardiocondyla fajumensis,native,Sudan,""
Cardiocondyla mauritanica,native,Sudan,""
Crematogaster inermis,native,Sudan,""
Dorylus fulvus,native,Sudan,""
Hypoponera punctatissima,native,Sudan,""
Lepisiota canescens,native,Sudan,""
Lepisiota capensis,native,Sudan,""
Lepisiota frauenfeldi,native,Sudan,""
Leptogenys maxillosa,native,Sudan,""
Leptogenys pavesii,native,Sudan,""
Monomorium bicolor,native,Sudan,""
Monomorium clavicorne,native,Sudan,""
Monomorium pharaonis,native,Sudan,""
Monomorium salomonis,native,Sudan,""
Nylanderia jaegerskioeldi,native,Sudan,""
Odontomachus troglodytes,native,Sudan,""
Pheidole megacephala,native,Sudan,""
Solenopsis orbula,native,Sudan,""
Strumigenys ludovici,native,Sudan,""
Technomyrmex pallipes,native,Sudan,""
Tetramorium caldarium,native,Sudan,""
Tetramorium delagoense,native,Sudan,""
Tetramorium sericeiventre,native,Sudan,""
Tetramorium simillimum,native,Sudan,""
Leptogenys falcigera,established.outdoors,Sulawesi,""
Monomorium intrudens,established.outdoors,Sulawesi,""
Monomorium pharaonis,established.outdoors,Sulawesi,""
Nylanderia vaga,established.outdoors,Sulawesi,""
Paratrechina longicornis,established.outdoors,Sulawesi,""
Pheidole megacephala,established.outdoors,Sulawesi,""
Pseudoponera stigma,established.outdoors,Sulawesi,""
Solenopsis geminata,established.outdoors,Sulawesi,""
Strumigenys emmae,established.outdoors,Sulawesi,""
Tetramorium caldarium,established.outdoors,Sulawesi,""
Tetramorium insolens,established.outdoors,Sulawesi,""
Trichomyrmex destructor,established.outdoors,Sulawesi,""
Anochetus graeffei,native,Sulawesi,""
Anoplolepis gracilipes,native,Sulawesi,""
Brachyponera luteipes,native,Sulawesi,""
Cardiocondyla itsukii,native,Sulawesi,""
Cardiocondyla kagutsuchi,native,Sulawesi,""
Cardiocondyla tjibodana,native,Sulawesi,""
Cardiocondyla wroughtonii,native,Sulawesi,""
Crematogaster bicolor,native,Sulawesi,""
Iridomyrmex anceps,native,Sulawesi,""
Monomorium floricola,native,Sulawesi,""
Odontomachus simillimus,native,Sulawesi,""
Oecophylla smaragdina,native,Sulawesi,""
Pheidole fervens,native,Sulawesi,""
Platythyrea parallela,native,Sulawesi,""
Polyrhachis dives,native,Sulawesi,""
Prionopelta kraepelini,native,Sulawesi,""
Tapinoma melanocephalum,native,Sulawesi,""
Technomyrmex albipes,native,Sulawesi,""
Technomyrmex kraepelini,native,Sulawesi,""
Technomyrmex vitiensis,native,Sulawesi,""
Tetramorium bicarinatum,native,Sulawesi,""
Tetramorium pacificum,native,Sulawesi,""
Tetramorium smithi,native,Sulawesi,""
Tetraponera allaborans,native,Sulawesi,""
Hypoponera ragusai,established.outdoors,Sumatra,""
Leptogenys falcigera,established.outdoors,Sumatra,""
Monomorium pharaonis,established.outdoors,Sumatra,""
Paratrechina longicornis,established.outdoors,Sumatra,""
Pheidole megacephala,established.outdoors,Sumatra,""
Solenopsis geminata,established.outdoors,Sumatra,""
Strumigenys emmae,established.outdoors,Sumatra,""
Strumigenys rogeri,established.outdoors,Sumatra,""
Tetramorium lanuginosum,established.outdoors,Sumatra,""
Trichomyrmex mayri,established.outdoors,Sumatra,""
Anochetus graeffei,native,Sumatra,""
Anoplolepis gracilipes,native,Sumatra,""
Brachyponera luteipes,native,Sumatra,""
Camponotus variegatus,native,Sumatra,""
Cardiocondyla wroughtonii,native,Sumatra,""
Crematogaster bicolor,native,Sumatra,""
Hypoponera confinis,native,Sumatra,""
Iridomyrmex anceps,native,Sumatra,""
Lioponera longitarsus,native,Sumatra,""
Monomorium floricola,native,Sumatra,""
