Binomial,Family,Order,Location,Date,Pathway,InvasionStage,References
Dama dama,Cervidae,Cetartiodactyla,Antigua and Barbuda,1740,"Fauna Improvement, Hunting",Established,"Chapman & Chapman 1980, Long 2003, Borroto-Páez & Woods 2012"
Dama dama,Cervidae,Cetartiodactyla,Antigua and Barbuda,1740,"Fauna Improvement, Hunting",Established,"Long 2003, Borroto-Páez & Woods 2012"
Dama dama,Cervidae,Cetartiodactyla,Tasmania,1829,"Fauna Improvement, Hunting",Invasive,"Long 2003, Page et al. 2008a, West 2011, Potts et al. 2015, Davis et al. 2016"
Dama dama,Cervidae,Cetartiodactyla,Sicily,1985,Conservation,Invasive,"Andreotti et al. 2001, Carnevali et al. 2009, Apollonio et al. 2010, Rondinini et al. 2013"
Dama dama,Cervidae,Cetartiodactyla,Sardinia,1985,Conservation,Invasive,"Andreotti et al. 2001, Carnevali et al. 2009, Apollonio et al. 2010, Rondinini et al. 2013"
Dama dama,Cervidae,Cetartiodactyla,Italy,1050,"Hunting, Ornamental Purposes",Invasive,"Andreotti et al. 2001, Carnevali et al. 2009, Apollonio et al. 2010, Rondinini et al. 2013"
Dama dama,Cervidae,Cetartiodactyla,San Marino,1350,"Hunting, Ornamental Purposes",Invasive,"Andreotti et al. 2001, Carnevali et al. 2009, Apollonio et al. 2010, Rondinini et al. 2013"
Dama dama,Cervidae,Cetartiodactyla,Sweden,1579,"Hunting, Ornamental Purposes",Invasive,"Long 2003, Apollonio et al. 2010, Ferretti & Lovari 2014"
Dama dama,Cervidae,Cetartiodactyla,Finland,900,"Hunting, Ornamental Purposes",Established,"Long 2003, Apollonio et al. 2010"
Dama dama,Cervidae,Cetartiodactyla,United Kingdom of Great Britain and Northern Ireland,900,Hunting,Invasive,"Lever 1985, Long 2003, Apollonio et al. 2010, Roy et al. 2012, Montgomery et al. 2014, NBN 2019b"
Dama dama,Cervidae,Cetartiodactyla,Croatia,NA,Hunting,Invasive,"Long 2003, Apollonio et al. 2010, Ferretti & Lovari 2014"
Dama dama,Cervidae,Cetartiodactyla,Croatia,NA,Hunting,Invasive,"Apollonio et al. 2010, Ferretti & Lovari 2014"
Dama dama,Cervidae,Cetartiodactyla,Greece,-6000,Hunting (L),Established,"Long 2003, Masseti et al. 2006, 2012"
Dama dama,Cervidae,Cetartiodactyla,Bulgaria,1890,"Hunting, Ornamental Purposes",Invasive,"Chapman & Chapman 1980, Long 2003, Geacu 2008, Apollonio et al. 2010, Geacu et al. 2014, Ilie & Enescu 2018"
Dama dama,Cervidae,Cetartiodactyla,"Moldova, Republic of",1890,"Hunting, Ornamental Purposes",Invasive,"Chapman & Chapman 1980, Long 2003, Geacu 2008, Apollonio et al. 2010, Geacu et al. 2014, Ilie & Enescu 2018"
Dama dama,Cervidae,Cetartiodactyla,Romania,1890,"Hunting, Ornamental Purposes",Invasive,"Chapman & Chapman 1980, Long 2003, Geacu 2008, Apollonio et al. 2010, Geacu et al. 2014, Ilie & Enescu 2018"
Dama dama,Cervidae,Cetartiodactyla,Ukraine,1890,"Hunting, Ornamental Purposes",Invasive,"Chapman & Chapman 1980, Long 2003, Geacu 2008, Apollonio et al. 2010, Geacu et al. 2014, Ilie & Enescu 2018"
Dama dama,Cervidae,Cetartiodactyla,Australia,1844,"Farming, Fauna Improvement, Hunting, Ornamental Purposes",Invasive,"Long 2003, Page et al. 2008a, West 2011, DAFFQ 2013, Davis et al. 2016"
Dama dama,Cervidae,Cetartiodactyla,Romania,1890,"Hunting, Ornamental Purposes",Invasive,"Chapman & Chapman 1980, Long 2003, Geacu 2006, Apollonio et al. 2010, Geacu et al. 2014, Ilie & Enescu 2018"
Dama dama,Cervidae,Cetartiodactyla,Romania,1890,"Hunting, Ornamental Purposes",Invasive,"Chapman & Chapman 1980, Long 2003, Apollonio et al. 2010, Geacu et al. 2014, Ilie & Enescu 2018"
Dama dama,Cervidae,Cetartiodactyla,Bulgaria,1890,"Hunting, Ornamental Purposes",Invasive,"Chapman & Chapman 1980, Apollonio et al. 2010, Geacu and Miklos 2012, Ulicsni et al 2013, Geacu 2014"
Dama dama,Cervidae,Cetartiodactyla,Romania,1890,"Hunting, Ornamental Purposes",Invasive,"Chapman & Chapman 1980, Apollonio et al. 2010, Geacu and Miklos 2012, Ulicsni et al 2013, Geacu 2014"
Dama dama,Cervidae,Cetartiodactyla,Serbia,1890,"Hunting, Ornamental Purposes",Invasive,"Chapman & Chapman 1980, Apollonio et al. 2010, Geacu and Miklos 2012, Ulicsni et al 2013, Geacu 2014"
Dama dama,Cervidae,Cetartiodactyla,Ukraine,1890,"Hunting, Ornamental Purposes",Invasive,"Chapman & Chapman 1980, Apollonio et al. 2010, Geacu and Miklos 2012, Ulicsni et al 2013, Geacu 2014"
Dama dama,Cervidae,Cetartiodactyla,Ukraine,1890,"Hunting, Ornamental Purposes",Invasive,"Chapman & Chapman 1980, Long 2003, Apollonio et al. 2010, Geacu et al. 2014, Ilie & Enescu 2018"
Dama dama,Cervidae,Cetartiodactyla,Chile,NA,Ornamental Purposes,Established,Flueck & Smith-Flueck 2012
Dama dama,Cervidae,Cetartiodactyla,United States of America,NA,Hunting (L),Established,"Chapman & Chapman 1980, Long 2003, CDFW 2018"
Dama dama,Cervidae,Cetartiodactyla,Cuba,1979,Hunting,Established,"Borroto-Páez 2009, Borroto-Páez & Woods 2012, Borroto-Páez & Mancina 2017"
Dama dama,Cervidae,Cetartiodactyla,South Africa,1887,"Fauna Improvement, Hunting, Ornamental Purposes",Invasive,"Chapman & Chapman 1980, Long 2003, ISSA 2019a, van Wilgen et al. 2020"
Dama dama,Cervidae,Cetartiodactyla,Peru,1948,"Fauna Improvement, Hunting",Established,"Chapman & Chapman 1980, Long 2003"
Dama dama,Cervidae,Cetartiodactyla,Canada,1931,Hunting,Established,"Long 2003, Naughton & Canadian Museum of Nature 2012a"
Dama dama,Cervidae,Cetartiodactyla,Ireland,1250,"Hunting, Ornamental Purposes",Invasive,"Apollonio et al. 2010, Carden 2010, Montgomery et al. 2014, Lysaght & Marnell 2016"
Dama dama,Cervidae,Cetartiodactyla,Ireland,1250,"Hunting, Ornamental Purposes",Invasive,"Apollonio et al. 2010, Carden 2010, Roy et al. 2012, Montgomery et al. 2014, BDS 2016, Lysaght & Marnell 2016"
Dama dama,Cervidae,Cetartiodactyla,Norway,1579,"Fauna Improvement, Hunting",Invasive,"Long 2003, Masseti & Mertzanidou 2008, Apollonio et al. 2010, Gederaas et al. 2012, Ferretti & Lovari 2014"
Dama dama,Cervidae,Cetartiodactyla,Sweden,1579,"Fauna Improvement, Hunting",Invasive,"Long 2003, Masseti & Mertzanidou 2008, Apollonio et al. 2010, Gederaas et al. 2012, Ferretti & Lovari 2014"
Dama dama,Cervidae,Cetartiodactyla,Andorra,-100,"Hunting, Ornamental Purposes (L)",Invasive,"Long 2003, Masseti & Mertzanidou 2008, Apollonio et al. 2010, Sykes et al. 2013, Ferretti & Lovari 2014"
Dama dama,Cervidae,Cetartiodactyla,Austria,-100,"Hunting, Ornamental Purposes (L)",Invasive,"Long 2003, Masseti & Mertzanidou 2008, Apollonio et al. 2010, Sykes et al. 2013, Ferretti & Lovari 2014"
Dama dama,Cervidae,Cetartiodactyla,Belgium,-100,"Hunting, Ornamental Purposes (L)",Invasive,"Long 2003, Masseti & Mertzanidou 2008, Apollonio et al. 2010, Sykes et al. 2013, Ferretti & Lovari 2014"
Dama dama,Cervidae,Cetartiodactyla,Czech Republic,-100,"Hunting, Ornamental Purposes (L)",Invasive,"Long 2003, Masseti & Mertzanidou 2008, Apollonio et al. 2010, Sykes et al. 2013, Ferretti & Lovari 2014"
Dama dama,Cervidae,Cetartiodactyla,Denmark,-100,"Hunting, Ornamental Purposes (L)",Invasive,"Long 2003, Masseti & Mertzanidou 2008, Apollonio et al. 2010, Sykes et al. 2013, Ferretti & Lovari 2014"
Dama dama,Cervidae,Cetartiodactyla,France,-100,"Hunting, Ornamental Purposes (L)",Invasive,"Long 2003, Masseti & Mertzanidou 2008, Apollonio et al. 2010, Sykes et al. 2013, Ferretti & Lovari 2014"
Dama dama,Cervidae,Cetartiodactyla,Germany,-100,"Hunting, Ornamental Purposes (L)",Invasive,"Long 2003, Masseti & Mertzanidou 2008, Apollonio et al. 2010, Sykes et al. 2013, Ferretti & Lovari 2014"
Dama dama,Cervidae,Cetartiodactyla,Gibraltar,-100,"Hunting, Ornamental Purposes (L)",Invasive,"Long 2003, Masseti & Mertzanidou 2008, Apollonio et al. 2010, Sykes et al. 2013, Ferretti & Lovari 2014"
Dama dama,Cervidae,Cetartiodactyla,Hungary,-100,"Hunting, Ornamental Purposes (L)",Invasive,"Long 2003, Masseti & Mertzanidou 2008, Apollonio et al. 2010, Sykes et al. 2013, Ferretti & Lovari 2014"
Dama dama,Cervidae,Cetartiodactyla,Luxembourg,-100,"Hunting, Ornamental Purposes (L)",Invasive,"Long 2003, Masseti & Mertzanidou 2008, Apollonio et al. 2010, Sykes et al. 2013, Ferretti & Lovari 2014"
Dama dama,Cervidae,Cetartiodactyla,Netherlands,-100,"Hunting, Ornamental Purposes (L)",Invasive,"Long 2003, Masseti & Mertzanidou 2008, Apollonio et al. 2010, Sykes et al. 2013, Ferretti & Lovari 2014"
Dama dama,Cervidae,Cetartiodactyla,Poland,-100,"Hunting, Ornamental Purposes (L)",Invasive,"Long 2003, Masseti & Mertzanidou 2008, Apollonio et al. 2010, Sykes et al. 2013, Ferretti & Lovari 2014"
Dama dama,Cervidae,Cetartiodactyla,Portugal,-100,"Hunting, Ornamental Purposes (L)",Invasive,"Long 2003, Masseti & Mertzanidou 2008, Apollonio et al. 2010, Sykes et al. 2013, Ferretti & Lovari 2014"
Dama dama,Cervidae,Cetartiodactyla,Slovakia,-100,"Hunting, Ornamental Purposes (L)",Invasive,"Long 2003, Masseti & Mertzanidou 2008, Apollonio et al. 2010, Sykes et al. 2013, Ferretti & Lovari 2014"
Dama dama,Cervidae,Cetartiodactyla,Slovenia,-100,"Hunting, Ornamental Purposes (L)",Invasive,"Long 2003, Masseti & Mertzanidou 2008, Apollonio et al. 2010, Sykes et al. 2013, Ferretti & Lovari 2014"
Dama dama,Cervidae,Cetartiodactyla,Spain,-100,"Hunting, Ornamental Purposes (L)",Invasive,"Long 2003, Masseti & Mertzanidou 2008, Apollonio et al. 2010, Sykes et al. 2013, Ferretti & Lovari 2014"
Dama dama,Cervidae,Cetartiodactyla,Argentina,1887,"Fauna Improvement, Hunting",Established,"Petrides 1975, Chapman et al 1980, Long 2003, Flueck & Smith-Flueck 2012"
Dama dama,Cervidae,Cetartiodactyla,New Zealand,1861,"Farming, Fauna Improvement, Hunting, Ornamental Purposes",Invasive,"Fraser et al. 2000, Long 2003, PDNZDC 2017"
Dasyprocta leporina,Dasyproctidae,Rodentia,Saint Kitts and Nevis,-500,"Farming, Hunting, Pet (L)",Established,"Long 2003, Masseti 2011, Borroto-Páez & Woods 2012, Giovas et al. 2012"
Dasyprocta leporina,Dasyproctidae,Rodentia,Saint Kitts and Nevis,-500,"Farming, Hunting, Pet (L)",Established,"Long 2003, Masseti 2011, Giovas et al. 2012"
Dasyprocta leporina,Dasyproctidae,Rodentia,Grenada,-500,"Farming, Hunting, Pet (L)",Established,"Long 2003, Wing 2008, Masseti 2011, Borroto-Páez & Woods 2012, Giovas et al. 2012"
Dasyprocta leporina,Dasyproctidae,Rodentia,Dominica,-500,"Farming, Hunting, Pet (L)",Established,"Wing 2008, Masseti 2011, Borroto-Páez & Woods 2012, Giovas et al. 2012, Taylor et al. 2014"
Dasyprocta leporina,Dasyproctidae,Rodentia,Antigua and Barbuda,-500,"Farming, Hunting, Pet (L)",Established,"Long 2003, Wing 2008, Giovas et al. 2012"
Dasyprocta leporina,Dasyproctidae,Rodentia,"Bonaire, Sint Eustatius and Saba",-500,"Farming, Hunting, Pet (L)",Established,"Wing 2008, Giovas et al. 2012"
Dasyprocta leporina,Dasyproctidae,Rodentia,Saint Lucia,-500,"Farming, Hunting, Pet (L)",Established,"Wing 2008, Clarke 2009, Masseti 2011, Borroto-Páez & Woods 2012, Giovas et al. 2012"
Dasyprocta leporina,Dasyproctidae,Rodentia,Curacao,-500,"Farming, Hunting, Pet (L)",Established,"Wing 2008, Borroto-Páez & Woods 2012, Giovas et al. 2012"
Dasyprocta leporina,Dasyproctidae,Rodentia,Guadeloupe,-500,"Farming, Hunting, Pet (L)",Established,"Wing 2008, Masseti 2011, Borroto-Páez & Woods 2012, Giovas et al. 2012"
Dasyprocta leporina,Dasyproctidae,Rodentia,Martinique,-500,"Farming, Hunting, Pet (L)",Established,"Wing 2008, Masseti 2011, Borroto-Páez & Woods 2012, Giovas et al. 2012"
Dasyprocta leporina,Dasyproctidae,Rodentia,Montserrat,-500,"Farming, Hunting, Pet (L)",Established,"Wing 2008, Masseti 2011, Borroto-Páez & Woods 2012, Giovas et al. 2012"
Dasyprocta leporina,Dasyproctidae,Rodentia,Saint Vincent and the Grenadines,-500,"Farming, Hunting, Pet (L)",Established,"Wing 2008, Masseti 2011, Borroto-Páez & Woods 2012, Giovas et al. 2012"
Dasyprocta leporina,Dasyproctidae,Rodentia,Virgin Islands (U.S.),-500,"Farming, Hunting, Pet (L)",Established,"Wing 2008, Long 2003, Masseti 2011, Borroto-Páez & Woods 2012, Giovas et al. 2012"
Dasyprocta mexicana,Dasyproctidae,Rodentia,Cuba,1930,Hunting,Invasive,"Borroto-Páez 2009, Borroto-Páez & Woods 2012, Borroto-Páez & Mancina 2017"
Dasyprocta punctata,Dasyproctidae,Rodentia,Cayman Islands,1890,Hunting,Established,"Long 2003, Simberloff & Rejmanek 2011, Borroto-Páez & Woods 2012, Giovas et al. 2012, Emmons 2016"
Dasyprocta punctata,Dasyproctidae,Rodentia,Cuba,1930,Hunting,Invasive,"Borroto-Páez 2009, Borroto-Páez & Mancina 2017"
Dasypus novemcinctus,Dasypodidae,Cingulata,Saint Lucia,-500,"Hunting, Pet (L)",Established,"Wing 2008, Masseti 2011"
Dasypus novemcinctus,Dasypodidae,Cingulata,Grenada,-40,"Hunting, Pet (L)",Established,"Wing 2008, Masseti 2011, Giovas et al, 2012"
Dasypus novemcinctus,Dasypodidae,Cingulata,United States of America,1925,"Hunting, Pet, Zoo (L)",Invasive,"Long 2003, FWC 2019"
Dasypus novemcinctus,Dasypodidae,Cingulata,Guadeloupe,-490,"Hunting, Pet (L)",Established,"Wing 2008, Masseti 2011"
Daubentonia madagascariensis,Daubentoniidae,Primates,Madagascar,1965,Conservation,Established,"Andriaholinirina et al. 2014e, Mittermeier et al. 2019"
Dendrolagus matschiei,Macropodidae,Diprotodontia,Papua New Guinea,NA,"Hunting, Pet, Wild Fur (L)",Established,"Porolak 2008, McGreevy et al. 2009, Heinsohn 2010"
Desmana moschata,Talpidae,Eulipotyphla,Kazakhstan,1929,Conservation,Established,"Long 2003, Neronov et al. 2008, Khlyap et al. 2010, Faurby et al. 2018"
Desmana moschata,Talpidae,Eulipotyphla,Russian Federation,1929,Conservation,Established,"Long 2003, Neronov et al. 2008, Khlyap et al. 2010, Faurby et al. 2018"
Desmana moschata,Talpidae,Eulipotyphla,Belarus,1955,Conservation,Established,"Long 2003, Neronov et al. 2008, Khlyap et al. 2010, Faurby et al. 2018"
Desmana moschata,Talpidae,Eulipotyphla,Ukraine,1955,Conservation,Established,"Long 2003, Neronov et al. 2008, Khlyap et al. 2010, Faurby et al. 2018"
Didelphis marsupialis,Didelphidae,Didelphimorphia,Saint Lucia,-500,Hunting (L),Invasive,"Long 2003, Wing 2008, Clarke 2009, Masseti 2011, Borroto-Páez & Woods 2012, Giovas et al. 2012"
Didelphis marsupialis,Didelphidae,Didelphimorphia,Dominica,NA,Hunting (L),Invasive,"Long 2003, Borroto-Páez & Woods 2012"
Didelphis marsupialis,Didelphidae,Didelphimorphia,Martinique,1810,Hunting (L),Invasive,"Long 2003, Lorvelec et al. 2007, Borroto-Páez & Woods 2012"
Didelphis marsupialis,Didelphidae,Didelphimorphia,Trinidad and Tobago,-5000,Hunting (L),Invasive,"Long 2003, Borroto-Páez & Woods 2012, Giovas et al. 2012"
Didelphis marsupialis,Didelphidae,Didelphimorphia,Guadeloupe,550,Hunting (L),Invasive,"Long 2003, Borroto-Páez & Woods 2012, Giovas et al. 2012"
Didelphis marsupialis,Didelphidae,Didelphimorphia,Saint Vincent and the Grenadines,NA,Hunting (L),Invasive,"Long 2003, Clarke 2009, Borroto-Páez & Woods 2012"
Didelphis marsupialis,Didelphidae,Didelphimorphia,Grenada,NA,Hunting (L),Invasive,"Long 2003, Clarke 2009, Borroto-Páez & Woods 2012"
Didelphis virginiana,Didelphidae,Didelphimorphia,Canada,1907,"Hunting, Wild Fur",Invasive,"Long 2003, Naughton & Canadian Museum of Nature 2012b, Pérez-Hernandez et al. 2016, CDFW 2018a"
Didelphis virginiana,Didelphidae,Didelphimorphia,United States of America,1907,"Hunting, Wild Fur",Invasive,"Long 2003, Naughton & Canadian Museum of Nature 2012b, Pérez-Hernandez et al. 2016, CDFW 2018a"
Didelphis virginiana,Didelphidae,Didelphimorphia,United States of America,1907,"Hunting, Wild Fur",Invasive,"Long 2003, CDFW 2018a"
Didelphis virginiana,Didelphidae,Didelphimorphia,Mexico,1915,"Hunting, Wild Fur",Invasive,"Long 2003, Naughton & Canadian Museum of Nature 2012b"
Elephas maximus,Elephantidae,Proboscidea,Malaysia,1390,Farming,Established,"Long 2003, Payne & Leh 2007, Corlett 2010, Alfred et al. 2011"
Elephas maximus,Elephantidae,Proboscidea,India,1962,Farming,Invasive,"Long 2003, Ali 2004, 2006, Kumara et al. 2012, Sandilyan et al. 2018, Sivaperuman et al. 2018"
Elephas maximus,Elephantidae,Proboscidea,Indonesia,1390,Farming,Established,"Long 2003, Payne & Leh 2007, Corlett 2010, Alfred et al. 2011"
Eliomys quercinus,Gliridae,Rodentia,Balearic Islands,-2300,Hunting (L),Established,"Maseti 2005, Bertolino et al. 2017"
Eliomys quercinus,Gliridae,Rodentia,Sardinia,-200,Hunting (L),Established,"Vigne 1992, Masetti 2005, Bertolino et al. 2017"
Eliomys quercinus,Gliridae,Rodentia,Corsica,-2500,Hunting (L),Established,"Vigne 1992, Maseti 2005, Bertolino et al. 2017"
Eliomys quercinus,Gliridae,Rodentia,Sardinia,-200,Hunting (L),Established,"Maseti 2005, Angelici et al. 2009, Bertolino et al. 2017"
Eliomys quercinus,Gliridae,Rodentia,Denmark,1999,Stowaway,Established,"Fløjgaard et al. 2009, Bertolino et al. 2017"
Erinaceus europaeus,Erinaceidae,Eulipotyphla,Azores,NA,"Biological Control, Hunting, Pet (L)",Established,"Mathias et al. 1998, Masseti 2010, Bencatel et al. 2019"
Erinaceus europaeus,Erinaceidae,Eulipotyphla,Corsica,-5000,"Biological Control, Hunting, Pet (L)",Established,"Vigne 1992, GBIF.org 2020g"
Erinaceus europaeus,Erinaceidae,Eulipotyphla,New Zealand,1890,"Fauna Improvement, Biological Control",Invasive,"Long 2003, Allen & Lee 2006, PDNZDC 2017"
Erinaceus europaeus,Erinaceidae,Eulipotyphla,Ireland,1150,"Biological Control, Hunting, Pet (L)",Established,"Seddon et al. 2001, Long 2003, Searle 2008, Montgomery et al. 2014, INBDC 2018d"
Erinaceus europaeus,Erinaceidae,Eulipotyphla,Isle of Man,NA,"Biological Control, Hunting, Pet (L)",Established,"Long 2003, Crawley et al. 2020, NBN 2020a"
Erinaceus europaeus,Erinaceidae,Eulipotyphla,United Kingdom of Great Britain and Northern Ireland,NA,"Biological Control, Hunting, Pet (L)",Established,"Long 2003, Mathews et al. 2018, NBN 2020a"
Erinaceus europaeus,Erinaceidae,Eulipotyphla,United Kingdom of Great Britain and Northern Ireland,NA,"Biological Control, Hunting, Pet (L)",Invasive,"Seddon et al. 2001, Long 2003, De León et al. 2006, Mathews et al. 2018, NBN 2020a"
Erinaceus europaeus,Erinaceidae,Eulipotyphla,United Kingdom of Great Britain and Northern Ireland,NA,"Biological Control, Hunting, Pet (L)",Invasive,"Seddon et al. 2001, Long 2003, Mathews et al. 2018, NBN 2020a"
Erinaceus europaeus,Erinaceidae,Eulipotyphla,Sardinia,NA,"Biological Control, Hunting, Pet (L)",Established,Angelici et al. 2009
Erinaceus europaeus,Erinaceidae,Eulipotyphla,Sardinia,NA,"Biological Control, Hunting, Pet (L)",Established,"Spagnesi & De Marinis 2005, Angelici et al. 2009"
Erinaceus europaeus,Erinaceidae,Eulipotyphla,Guernsey,NA,"Biological Control, Hunting, Pet (L)",Established,"Long 2003, Crawley et al. 2020"
Erinaceus europaeus,Erinaceidae,Eulipotyphla,Jersey,NA,"Biological Control, Hunting, Pet (L)",Established,"Long 2003, Crawley et al. 2020"
Erinaceus europaeus,Erinaceidae,Eulipotyphla,United Kingdom of Great Britain and Northern Ireland,NA,"Biological Control, Hunting, Pet (L)",Established,"Long 2003, Crawley et al. 2020, NBN 2020a"
Erinaceus europaeus,Erinaceidae,Eulipotyphla,United Kingdom of Great Britain and Northern Ireland,NA,"Biological Control, Hunting, Pet (L)",Established,"Long 2003, Crawley et al. 2020"
Erinaceus roumanicus,Erinaceidae,Eulipotyphla,Greece,1890,Pet (L),Established,"Krystufek et al. 2009, Masseti 2012"
Erythrocebus patas,Cercopithecidae,Primates,Puerto Rico,1974,Research,Established,"Kairo et al. 2003, González-Martínez 2004"
Eulemur fulvus,Lemuridae,Primates,Mayotte,1801,"Fauna Improvement, Pet (L)",Established,"Long 2003, Cheke 2010, Andriaholinirina et al. 2014c"
Eulemur mongoz,Lemuridae,Primates,Comoros,1450,"Hunting, Pet (L)",Established,"Long 2003, Pastorini et al. 2003, Cheke 2010, Andriaholinirina et al. 2014a"
Eutamias sibiricus,Sciuridae,Rodentia,Russian Federation,2000,"Fauna Improvement, Pet",Invasive,Mori et al. 2018b
Eutamias sibiricus,Sciuridae,Rodentia,Japan,1985,"Fauna Improvement, Pet",Invasive,"Tsytsulina et al. 2016a, Mori et al. 2018b"
Eutamias sibiricus,Sciuridae,Rodentia,Italy,1969,Pet,Invasive,"European Union 2017, Tsiamis et al. 2017, Mori et al. 2018b"
Eutamias sibiricus,Sciuridae,Rodentia,Netherlands,1972,Zoo,Invasive,"Peeters 2012, European Union 2017, Tsiamis et al. 2017, Mori et al. 2018b"
Eutamias sibiricus,Sciuridae,Rodentia,Denmark,2008,Pet,Invasive,"European Union 2017, Tsiamis et al. 2017, Mori et al. 2018b"
Eutamias sibiricus,Sciuridae,Rodentia,France,1984,Pet,Invasive,"European Union 2017, Tsiamis et al. 2017, Mori et al. 2018b"
Eutamias sibiricus,Sciuridae,Rodentia,Germany,1995,"Fauna Improvement, Pet",Invasive,"European Union 2017, Tsiamis et al. 2017, Mori et al. 2018b"
Eutamias sibiricus,Sciuridae,Rodentia,Switzerland,1975,"Fauna Improvement, Pet",Invasive,"European Union 2017, Tsiamis et al. 2017, Mori et al. 2018b"
Eutamias sibiricus,Sciuridae,Rodentia,Belgium,1965,"Fauna Improvement, Pet",Invasive,"European Union 2017, Tsiamis et al. 2017, Mori et al. 2018b, Waarnemingen 2019"
Funambulus pennantii,Sciuridae,Rodentia,India,1952,Pet,Established,"Srinivasulu et al. 2004, Ali 2006, Sandilyan et al. 2018, Sivaperuman et al. 2018"
Funambulus pennantii,Sciuridae,Rodentia,Oman,2009,Pet,Established,Judas & Hellyer 2016
Funambulus pennantii,Sciuridae,Rodentia,United Arab Emirates,2009,Pet,Established,Judas & Hellyer 2016
Funambulus pennantii,Sciuridae,Rodentia,Australia,1898,"Fauna Improvement, Zoo",Established,"Long 2003, Palmer et al. 2007, DPIPWE 2011a, DAF 2018, ALA 2019"
Funambulus pennantii,Sciuridae,Rodentia,Guadeloupe,1968,Pet,Established,"Lorvelec et al. 2007, Masseti 2011"
Gazella subgutturosa,Bovidae,Cetartiodactyla,Bahrain,1995,Conservation (L),Established,"Mallon & Kingswood 2001, Long 2003"
Genetta genetta,Viverridae,Carnivora,Balearic Islands,-800,Biological Control (L),Established,"Long 2003, Gaubert et al. 2008, 2009, 2011, 2015, Gaubert 2016"
Genetta genetta,Viverridae,Carnivora,Balearic Islands,-800,Biological Control (L),Established,"Gaubert et al. 2008, 2009, 2011, 2015, Gaubert 2016"
Genetta genetta,Viverridae,Carnivora,Andorra,-800,"Biological Control, Pet (L)",Invasive,"Long 2003, Gaubert et al. 2008, 2009, 2011, 2015, Gaubert 2016"
Genetta genetta,Viverridae,Carnivora,France,-800,"Biological Control, Pet (L)",Invasive,"Long 2003, Gaubert et al. 2008, 2009, 2011, 2015, Gaubert 2016"
Genetta genetta,Viverridae,Carnivora,Germany,-800,"Biological Control, Pet (L)",Invasive,"Long 2003, Gaubert et al. 2008, 2009, 2011, 2015, Gaubert 2016"
Genetta genetta,Viverridae,Carnivora,Gibraltar,-800,"Biological Control, Pet (L)",Invasive,"Long 2003, Gaubert et al. 2008, 2009, 2011, 2015, Gaubert 2016"
Genetta genetta,Viverridae,Carnivora,Italy,-800,"Biological Control, Pet (L)",Invasive,"Long 2003, Gaubert et al. 2008, 2009, 2011, 2015, Gaubert 2016"
Genetta genetta,Viverridae,Carnivora,Monaco,-800,"Biological Control, Pet (L)",Invasive,"Long 2003, Gaubert et al. 2008, 2009, 2011, 2015, Gaubert 2016"
Genetta genetta,Viverridae,Carnivora,Portugal,-800,"Biological Control, Pet (L)",Invasive,"Long 2003, Gaubert et al. 2008, 2009, 2011, 2015, Gaubert 2016"
Genetta genetta,Viverridae,Carnivora,Spain,-800,"Biological Control, Pet (L)",Invasive,"Long 2003, Gaubert et al. 2008, 2009, 2011, 2015, Gaubert 2016"
Genetta genetta,Viverridae,Carnivora,Switzerland,-800,"Biological Control, Pet (L)",Invasive,"Long 2003, Gaubert et al. 2008, 2009, 2011, 2015, Gaubert 2016"
Glis glis,Gliridae,Rodentia,United Kingdom of Great Britain and Northern Ireland,1902,Fauna Improvement,Invasive,"Long 2003, Roy et al. 2012, Mathews et al. 2018"
Glis glis,Gliridae,Rodentia,Sardinia,-4500,Hunting (L),Established,"Vigne 1992, Masseti 2005, Amori et al. 2014"
Glis glis,Gliridae,Rodentia,Corsica,-4500,Hunting (L),Established,"Vigne 1992, Masseti 2005, GBIF.org 2020h"
Hemitragus jemlahicus,Bovidae,Cetartiodactyla,New Zealand,1904,Hunting,Invasive,"Fraser 2000, Long 2003, Cruz et al. 2017, PDNZDC 2017"
Hemitragus jemlahicus,Bovidae,Cetartiodactyla,South Africa,1931,Zoo,Established,"Long 2003, Kingdon et al. 2013, ISSA 2019b, van Wilgen et al. 2020"
Herpestes auropunctatus,Herpestidae,Carnivora,Trinidad and Tobago,1898,Biological Control,Invasive,"Long 2003, Veron et al. 2007, Borroto-Páez & Woods 2012, Berentsen et al. 2018"
Herpestes auropunctatus,Herpestidae,Carnivora,Saint Vincent and the Grenadines,1870,Biological Control,Invasive,"Long 2003, Veron et al. 2007, Masseti 2011, Borroto-Páez & Woods 2012"
Herpestes auropunctatus,Herpestidae,Carnivora,Dominican Republic,1890,Biological Control,Invasive,"Long 2003, Veron et al. 2007, Masseti 2011, Borroto-Páez & Woods 2012"
Herpestes auropunctatus,Herpestidae,Carnivora,Cuba,1882,Biological Control,Invasive,"Long 2003, Veron et al. 2007, Borroto-Páez 2009, Borroto-Páez & Mancina 2017, Berentsen et al. 2018"
Herpestes auropunctatus,Herpestidae,Carnivora,Cuba,1882,Biological Control,Invasive,"Long 2003, Veron et al. 2007, Masseti 2011, Borroto-Páez 2009, Borroto-Páez & Mancina 2017"
Herpestes auropunctatus,Herpestidae,Carnivora,Virgin Islands (British),1897,Biological Control,Invasive,"Long 2003, Varnham 2006, Veron et al. 2007, Masseti 2011, Borroto-Páez & Woods 2012"
